year,reg_id,reg_name,tax_id,tax_name,amount
2014,1,Auvergne-Rhône-Alpes,11,Autres recettes d'investissement,6921839.62
2014,1,Auvergne-Rhône-Alpes,16,Cartes grises,47837107.5
2014,1,Auvergne-Rhône-Alpes,18,Concours de l'Etat,216598052.5
2014,1,Auvergne-Rhône-Alpes,50,Péréquations et compensations fiscales,34195896.0
2014,1,Auvergne-Rhône-Alpes,49,Produit des cesssions d'immobilisations,49616.57
2014,1,Auvergne-Rhône-Alpes,53,Recettes de fonctionnement,533451705.4
2014,1,Auvergne-Rhône-Alpes,61,TICPE,92255412.0
2014,6,Grand Est,7,Autres dotations et subventions,27074543.92
2014,6,Grand Est,11,Autres recettes d'investissement,3675666.54
2014,6,Grand Est,17,Charges financières,22060926.55
2014,6,Grand Est,43,Flux net de dette,23190614.68
2014,6,Grand Est,46,Frais de personnel,70141324.76
2014,1,Auvergne-Rhône-Alpes,20,Contributions aux organismes de transport,434546018.6
2014,1,Auvergne-Rhône-Alpes,32,Dépôts au Trésor,2029951.99
2014,1,Auvergne-Rhône-Alpes,23,DRES,45444491.0
2014,1,Auvergne-Rhône-Alpes,39,Epargne nette,201936337.2
2014,1,Auvergne-Rhône-Alpes,43,Flux net de dette,109042371.0
2014,1,Auvergne-Rhône-Alpes,53,Recettes de fonctionnement,2040098825.0
2014,8,Île-de-France,30,Dépenses totales,4885275293.0
2014,8,Île-de-France,23,DRES,86089190.0
2014,8,Île-de-France,38,Epargne de gestion,674718194.4
2014,8,Île-de-France,51,Recettes d'investissement,1467176193.0
2014,8,Île-de-France,61,TICPE,918908815.0
2014,8,Île-de-France,64,Variation du fonds de roulement,-136437133.1
2014,8,Île-de-France,65,Ventes de biens et services,45990.0
2014,9,Normandie,24,Dotation globale de fonctionnement,145229462.0
2014,9,Normandie,23,DRES,19726446.0
2014,9,Normandie,39,Epargne nette,188640396.1
2014,9,Normandie,43,Flux net de dette,-16289647.98
2014,7,Hauts-de-France,8,Autres dépenses d'investissement,21244174.95
2014,7,Hauts-de-France,11,Autres recettes d'investissement,23844428.94
2014,7,Hauts-de-France,25,Dépenses d'intervention,422351997.9
2014,7,Hauts-de-France,49,Produit des cesssions d'immobilisations,20591.91
2014,7,Hauts-de-France,54,Recettes totales,901898517.0
2014,7,Hauts-de-France,59,Subventions d'équipement versées aux communes et aux groupements,56498105.91
2014,10,Nouvelle-Aquitaine,1,Achats et charges externes,54389128.11
2014,10,Nouvelle-Aquitaine,25,Dépenses d'intervention,281087050.4
2014,10,Nouvelle-Aquitaine,39,Epargne nette,39705378.55
2014,10,Nouvelle-Aquitaine,53,Recettes de fonctionnement,535345431.0
2014,10,Nouvelle-Aquitaine,58,Subventions d'équipement versées,75298075.33
2014,10,Nouvelle-Aquitaine,8,Autres dépenses d'investissement,5813003.0
2014,10,Nouvelle-Aquitaine,6,Autres dotations de fonctionnement,17214034.0
2014,10,Nouvelle-Aquitaine,33,Emprunts hors GAD,20173000.0
2014,10,Nouvelle-Aquitaine,52,Recettes d'investissement hors emprunts,24075020.52
2014,10,Nouvelle-Aquitaine,56,Remboursements d'emprunts hors GAD,18761898.17
2014,10,Nouvelle-Aquitaine,57,Subventions aux personnes de droit privé,40594720.37
2014,14,Guadeloupe,1,Achats et charges externes,42936398.5
2014,14,Guadeloupe,6,Autres dotations de fonctionnement,39218002.0
2014,14,Guadeloupe,16,Cartes grises,10159486.59
2014,14,Guadeloupe,29,Dépenses de fonctionnement,198977802.4
2014,14,Guadeloupe,24,Dotation globale de fonctionnement,14254185.0
2014,14,Guadeloupe,48,Impôts locaux,19646823.0
2014,14,Guadeloupe,58,Subventions d'équipement versées,43480784.48
2014,14,Guadeloupe,61,TICPE,0.0
2014,15,Martinique,9,Autres dépenses de fonctionnement,2240097.43
2014,15,Martinique,10,Autres impôts et taxes,155908568.8
2014,15,Martinique,33,Emprunts hors GAD,78191480.0
2014,15,Martinique,39,Epargne nette,44617572.04
2014,16,Guyane,5,Annuité de la dette,13455256.55
2014,16,Guyane,8,Autres dépenses d'investissement,325232.0
2014,16,Guyane,46,Frais de personnel,24782147.38
2014,16,Guyane,56,Remboursements d'emprunts hors GAD,8551497.95
2014,17,La Réunion,8,Autres dépenses d'investissement,8746452.27
2014,17,La Réunion,9,Autres dépenses de fonctionnement,5863950.85
2014,17,La Réunion,12,Autres recettes de fonctionnement,6479397.88
2014,17,La Réunion,15,Capacité ou besoin de financement,-173218024.4
2014,17,La Réunion,17,Charges financières,9171534.82
2014,17,La Réunion,29,Dépenses de fonctionnement,392637118.5
2014,17,La Réunion,23,DRES,46911036.0
2014,17,La Réunion,37,Epargne brute,160562140.3
2014,17,La Réunion,49,Produit des cesssions d'immobilisations,2980651.0
2014,17,La Réunion,52,Recettes d'investissement hors emprunts,106681091.0
2015,13,Provence-Alpes-Côte d'Azur,16,Cartes grises,203377586.4
2015,13,Provence-Alpes-Côte d'Azur,26,Dépenses d'investissement,697969948.7
2015,13,Provence-Alpes-Côte d'Azur,42,Fiscalité reversée,0.0
2015,13,Provence-Alpes-Côte d'Azur,48,Impôts locaux,372930856.0
2015,13,Provence-Alpes-Côte d'Azur,50,Péréquations et compensations fiscales,74528429.0
2015,9,Normandie,9,Autres dépenses de fonctionnement,5135492.58
2015,9,Normandie,14,CVAE,69036501.0
2015,9,Normandie,25,Dépenses d'intervention,258313989.0
2015,5,Corse,17,Charges financières,21268776.95
2015,5,Corse,20,Contributions aux organismes de transport,0.0
2015,5,Corse,28,Dépenses d'équipement,77655211.52
2015,5,Corse,31,Dépenses totales hors remb,655753901.9
2015,5,Corse,40,FCTVA,10797093.1
2015,5,Corse,46,Frais de personnel,61563441.58
2015,5,Corse,51,Recettes d'investissement,100500152.5
2015,5,Corse,58,Subventions d'équipement versées,132568596.2
2015,5,Corse,61,TICPE,36755840.16
2015,2,Bourgogne-Franche-Comté,27,Dépenses d'investissement hors remb,162663632.4
2015,2,Bourgogne-Franche-Comté,24,Dotation globale de fonctionnement,154744094.1
2015,2,Bourgogne-Franche-Comté,38,Epargne de gestion,136411335.8
2015,2,Bourgogne-Franche-Comté,40,FCTVA,7346976.0
2015,2,Bourgogne-Franche-Comté,49,Produit des cesssions d'immobilisations,38533.05
2015,2,Bourgogne-Franche-Comté,51,Recettes d'investissement,74189343.87
2015,2,Bourgogne-Franche-Comté,54,Recettes totales,678176593.5
2015,2,Bourgogne-Franche-Comté,55,Recettes totales hors emprunts,654001760.1
2015,2,Bourgogne-Franche-Comté,9,Autres dépenses de fonctionnement,2762480.79
2015,2,Bourgogne-Franche-Comté,30,Dépenses totales,492324210.0
2015,2,Bourgogne-Franche-Comté,33,Emprunts hors GAD,6000000.0
2015,2,Bourgogne-Franche-Comté,40,FCTVA,9460172.46
2015,2,Bourgogne-Franche-Comté,57,Subventions aux personnes de droit privé,55005146.55
2015,2,Bourgogne-Franche-Comté,58,Subventions d'équipement versées,96067938.27
2015,11,Occitanie,5,Annuité de la dette,21526855.78
2015,11,Occitanie,16,Cartes grises,79812627.44
2015,11,Occitanie,18,Concours de l'Etat,314548884.0
2015,11,Occitanie,28,Dépenses d'équipement,150583321.5
2015,10,Nouvelle-Aquitaine,5,Annuité de la dette,76268917.92
2015,10,Nouvelle-Aquitaine,8,Autres dépenses d'investissement,28324010.3
2015,10,Nouvelle-Aquitaine,9,Autres dépenses de fonctionnement,10075990.27
2015,10,Nouvelle-Aquitaine,31,Dépenses totales hors remb,1312510840.0
2015,10,Nouvelle-Aquitaine,52,Recettes d'investissement hors emprunts,94543059.66
2015,10,Nouvelle-Aquitaine,54,Recettes totales,1358190870.0
2015,10,Nouvelle-Aquitaine,65,Ventes de biens et services,247155.17
2015,11,Occitanie,9,Autres dépenses de fonctionnement,7733856.95
2015,11,Occitanie,12,Autres recettes de fonctionnement,10647794.57
2015,11,Occitanie,14,CVAE,108653936.0
2015,11,Occitanie,28,Dépenses d'équipement,238106489.0
2015,11,Occitanie,24,Dotation globale de fonctionnement,200957299.0
2015,11,Occitanie,39,Epargne nette,162745115.2
2015,11,Occitanie,46,Frais de personnel,122679979.6
2015,11,Occitanie,59,Subventions d'équipement versées aux communes et aux groupements,33678499.42
2015,11,Occitanie,61,TICPE,175549156.1
2015,3,Bretagne,25,Dépenses d'intervention,490835052.6
2015,3,Bretagne,23,DRES,20958087.0
2015,3,Bretagne,33,Emprunts hors GAD,230000000.0
2015,3,Bretagne,50,Péréquations et compensations fiscales,36658671.0
2015,12,Pays de la Loire,1,Achats et charges externes,125066294.6
2015,12,Pays de la Loire,17,Charges financières,31947133.17
2015,12,Pays de la Loire,25,Dépenses d'intervention,496725250.3
2015,12,Pays de la Loire,27,Dépenses d'investissement hors remb,591945455.3
2015,12,Pays de la Loire,47,Impôts et taxes,735125608.4
2015,12,Pays de la Loire,48,Impôts locaux,250506638.0
2015,12,Pays de la Loire,57,Subventions aux personnes de droit privé,60745707.86
2015,4,Centre-Val de Loire,18,Concours de l'Etat,273495066.1
2015,4,Centre-Val de Loire,20,Contributions aux organismes de transport,152766236.3
2015,4,Centre-Val de Loire,31,Dépenses totales hors remb,1011262069.0
2015,4,Centre-Val de Loire,33,Emprunts hors GAD,82000000.0
2015,4,Centre-Val de Loire,40,FCTVA,13694753.49
2015,4,Centre-Val de Loire,50,Péréquations et compensations fiscales,30896417.0
2015,4,Centre-Val de Loire,56,Remboursements d'emprunts hors GAD,52744625.29
2015,6,Grand Est,8,Autres dépenses d'investissement,9078015.66
2015,6,Grand Est,12,Autres recettes de fonctionnement,2528608.68
2015,6,Grand Est,16,Cartes grises,35937576.99
2015,6,Grand Est,18,Concours de l'Etat,175737609.0
2015,6,Grand Est,25,Dépenses d'intervention,292653323.9
2015,6,Grand Est,34,Encours de dette,501776839.1
2015,6,Grand Est,50,Péréquations et compensations fiscales,19277372.0
