year,reg_name,tax_name,amount
2013,Martinique,TICPE,0
2013,Guyane,Dépenses d'intervention,51933232.2
2013,Guyane,DRES,10568844
2013,Guyane,Epargne brute,15997753.07
2013,Guyane,Epargne nette,7428194.34
2013,Guyane,Impôts locaux,7818670
2013,Guyane,Recettes totales,151490207.7
2013,Guyane,Recettes totales hors emprunts,151489207.7
2013,La Réunion,Autres dépenses d'investissement,12357485.01
2013,La Réunion,Charges financières,9876686.35
2013,La Réunion,Epargne nette,31177724.26
2013,La Réunion,Frais de personnel,104963787.1
2013,La Réunion,Variation du fonds de roulement,3019294.46
2014,Provence-Alpes-Côte d'Azur,Autres dépenses d'investissement,10884506.54
2014,Provence-Alpes-Côte d'Azur,Autres dotations et subventions,44020993.14
2014,Provence-Alpes-Côte d'Azur,Emprunts hors GAD,556000000
2014,Provence-Alpes-Côte d'Azur,Epargne brute,181022163.3
2014,Provence-Alpes-Côte d'Azur,Frais de personnel,242116398.4
2014,Provence-Alpes-Côte d'Azur,Recettes d'investissement,644704387.9
2014,Provence-Alpes-Côte d'Azur,Subventions d'équipement versées,412943255.4
2014,Provence-Alpes-Côte d'Azur,TICPE,282618294
2014,Provence-Alpes-Côte d'Azur,Ventes de biens et services,8499274.13
2014,Normandie,Dépenses d'investissement,244066834
2014,Normandie,Dépenses d'investissement hors remb,215721973.4
2014,Normandie,Dépenses totales,654113980.1
2014,Normandie,Dépôts au Trésor,29656780.49
2014,Normandie,DRES,12779832
2014,Normandie,Flux net de dette,-11212658.57
2014,Normandie,Subventions d'équipement versées,135217577
2014,Corse,Autres impôts et taxes,188910472.8
2014,Corse,Dépenses d'équipement,66453266.98
2014,Corse,Variation du fonds de roulement,3084019.81
2014,Bourgogne-Franche-Comté,Autres dotations de fonctionnement,39698521
2014,Bourgogne-Franche-Comté,Dépenses de fonctionnement,484072752.7
2014,Bourgogne-Franche-Comté,Encours de dette,491783896.1
2014,Bourgogne-Franche-Comté,Epargne brute,134395271.9
2014,Bourgogne-Franche-Comté,Autres dotations de fonctionnement,41769734
2014,Bourgogne-Franche-Comté,Dépenses de fonctionnement,343191935.9
2014,Bourgogne-Franche-Comté,Produit des cesssions d'immobilisations,438287.26
2014,Bourgogne-Franche-Comté,Recettes totales,494879633.3
2014,Bourgogne-Franche-Comté,Subventions d'équipement versées,92943848.09
2014,Bourgogne-Franche-Comté,TICPE,78488449
2014,Bourgogne-Franche-Comté,Variation du fonds de roulement,-1549924.98
2014,Occitanie,Achats et charges externes,90932474.52
2014,Occitanie,Autres dépenses d'investissement,14643577.45
2014,Occitanie,CVAE,162843530
2014,Occitanie,Dépenses totales,1150509778
2014,Occitanie,Subventions d'équipement versées aux communes et aux groupements,47893951.96
2014,Nouvelle-Aquitaine,Autres recettes de fonctionnement,19712267.39
2014,Nouvelle-Aquitaine,Concours de l'Etat,378819847
2014,Nouvelle-Aquitaine,CVAE,162913406
2014,Nouvelle-Aquitaine,Encours de dette,684555298.9
2014,Nouvelle-Aquitaine,Recettes de fonctionnement,1065971445
2014,Nouvelle-Aquitaine,Recettes totales hors emprunts,1157964388
2014,Nouvelle-Aquitaine,Subventions aux personnes de droit privé,102853114.5
2014,Nouvelle-Aquitaine,Subventions d'équipement versées,359286752.5
2014,Occitanie,Achats et charges externes,119498936.1
2014,Occitanie,Autres dépenses de fonctionnement,7382953.28
2014,Occitanie,Cartes grises,91692097.82
2014,Occitanie,Contributions aux organismes de transport,106250000
2014,Occitanie,Dotation globale de fonctionnement,221971632
2014,Occitanie,DRES,19154520
2014,Occitanie,Recettes d'investissement hors emprunts,128481843.8
2014,Bretagne,Achats et charges externes,91828296.5
2014,Bretagne,Capacité ou besoin de financement,-201931378.9
2014,Bretagne,Charges financières,10037073.06
2014,Bretagne,Dépenses totales hors remb,1272282412
2014,Bretagne,Dépôts au Trésor,8888766.68
2014,Bretagne,Subventions d'équipement versées,408131876
2014,Bretagne,TICPE,226623711
2014,Pays de la Loire,Contributions aux organismes de transport,131595325
2014,Pays de la Loire,DRES,23123412
2014,Pays de la Loire,Recettes d'investissement,440086598.8
2014,Pays de la Loire,Remboursements d'emprunts hors GAD,151369991.2
2014,Centre-Val de Loire,Autres dotations de fonctionnement,70259820
2014,Centre-Val de Loire,Capacité ou besoin de financement,-7126078.01
2014,Centre-Val de Loire,Dépenses d'investissement hors remb,307413377.5
2014,Centre-Val de Loire,Epargne brute,232129700.4
2014,Centre-Val de Loire,Impôts locaux,204887862.1
2014,Centre-Val de Loire,Recettes d'investissement,123157599.1
2014,Centre-Val de Loire,Ventes de biens et services,20746.96
2014,Grand Est,DRES,17835249
2014,Grand Est,Flux net de dette,29694671.79
2014,Grand Est,Impôts et taxes,282251575.1
2014,Grand Est,Péréquations et compensations fiscales,19833297
2014,Grand Est,Subventions reçues et participations,13092031.81
2014,Grand Est,Ventes de biens et services,388573.64
2014,Grand Est,Annuité de la dette,84250191.12
2014,Grand Est,Autres dépenses de fonctionnement,6245464.87
2014,Grand Est,Autres dotations et subventions,39181835.65
2014,Grand Est,Concours de l'Etat,298450963
2014,Grand Est,Dépenses d'équipement,45653783.79
2014,Grand Est,Dépenses totales,973109699.8
2014,Grand Est,Frais de personnel,131132982.2
2014,Hauts-de-France,Autres dotations de fonctionnement,119041240
2014,Hauts-de-France,Dépenses d'investissement,653927230.1
2014,Hauts-de-France,Dépenses totales hors remb,1785590752
2014,Hauts-de-France,Péréquations et compensations fiscales,103639810
2014,Hauts-de-France,Recettes d'investissement hors emprunts,168412901.9
2014,Hauts-de-France,Subventions d'équipement versées aux communes et aux groupements,101946916.9
2014,Auvergne-Rhône-Alpes,Autres dépenses d'investissement,11469002.5
2014,Auvergne-Rhône-Alpes,Autres dotations de fonctionnement,36165185
2014,Auvergne-Rhône-Alpes,Autres recettes d'investissement,6921839.62
2014,Auvergne-Rhône-Alpes,Cartes grises,47837107.5
2014,Auvergne-Rhône-Alpes,Concours de l'Etat,216598052.5
2014,Auvergne-Rhône-Alpes,Péréquations et compensations fiscales,34195896
2014,Auvergne-Rhône-Alpes,Produit des cesssions d'immobilisations,49616.57
2014,Auvergne-Rhône-Alpes,Recettes de fonctionnement,533451705.4
2014,Auvergne-Rhône-Alpes,TICPE,92255412
2014,Grand Est,Autres dotations et subventions,27074543.92
2014,Grand Est,Autres recettes d'investissement,3675666.54
2014,Grand Est,Charges financières,22060926.55
2014,Grand Est,Flux net de dette,23190614.68
2014,Grand Est,Frais de personnel,70141324.76
2014,Auvergne-Rhône-Alpes,Contributions aux organismes de transport,434546018.6
2014,Auvergne-Rhône-Alpes,Dépôts au Trésor,2029951.99
2014,Auvergne-Rhône-Alpes,DRES,45444491
2014,Auvergne-Rhône-Alpes,Epargne nette,201936337.2
2014,Auvergne-Rhône-Alpes,Flux net de dette,109042371
2014,Auvergne-Rhône-Alpes,Recettes de fonctionnement,2040098825
2014,Île-de-France,Dépenses totales,4885275293
2014,Île-de-France,DRES,86089190
2014,Île-de-France,Epargne de gestion,674718194.4
2014,Île-de-France,Recettes d'investissement,1467176193
2014,Île-de-France,TICPE,918908815
2014,Île-de-France,Variation du fonds de roulement,-136437133.1
2014,Île-de-France,Ventes de biens et services,45990
2014,Normandie,Dotation globale de fonctionnement,145229462
2014,Normandie,DRES,19726446
2014,Normandie,Epargne nette,188640396.1
2014,Normandie,Flux net de dette,-16289647.98
2014,Hauts-de-France,Autres dépenses d'investissement,21244174.95
2014,Hauts-de-France,Autres recettes d'investissement,23844428.94
2014,Hauts-de-France,Dépenses d'intervention,422351997.9
2014,Hauts-de-France,Produit des cesssions d'immobilisations,20591.91
2014,Hauts-de-France,Recettes totales,901898517
2014,Hauts-de-France,Subventions d'équipement versées aux communes et aux groupements,56498105.91
2014,Nouvelle-Aquitaine,Achats et charges externes,54389128.11
2014,Nouvelle-Aquitaine,Dépenses d'intervention,281087050.4
2014,Nouvelle-Aquitaine,Epargne nette,39705378.55
2014,Nouvelle-Aquitaine,Recettes de fonctionnement,535345431
2014,Nouvelle-Aquitaine,Subventions d'équipement versées,75298075.33
2014,Nouvelle-Aquitaine,Autres dépenses d'investissement,5813003
2014,Nouvelle-Aquitaine,Autres dotations de fonctionnement,17214034
2014,Nouvelle-Aquitaine,Emprunts hors GAD,20173000
2014,Nouvelle-Aquitaine,Recettes d'investissement hors emprunts,24075020.52
2014,Nouvelle-Aquitaine,Remboursements d'emprunts hors GAD,18761898.17
2014,Nouvelle-Aquitaine,Subventions aux personnes de droit privé,40594720.37
2014,Guadeloupe,Achats et charges externes,42936398.5
2014,Guadeloupe,Autres dotations de fonctionnement,39218002
2014,Guadeloupe,Cartes grises,10159486.59
2014,Guadeloupe,Dépenses de fonctionnement,198977802.4
2014,Guadeloupe,Dotation globale de fonctionnement,14254185
2014,Guadeloupe,Impôts locaux,19646823
2014,Guadeloupe,Subventions d'équipement versées,43480784.48
2014,Guadeloupe,TICPE,0
2014,Martinique,Autres dépenses de fonctionnement,2240097.43
2014,Martinique,Autres impôts et taxes,155908568.8
2014,Martinique,Emprunts hors GAD,78191480
2014,Martinique,Epargne nette,44617572.04
2014,Guyane,Annuité de la dette,13455256.55
2014,Guyane,Autres dépenses d'investissement,325232
2014,Guyane,Frais de personnel,24782147.38
2014,Guyane,Remboursements d'emprunts hors GAD,8551497.95
2014,La Réunion,Autres dépenses d'investissement,8746452.27
2014,La Réunion,Autres dépenses de fonctionnement,5863950.85
2014,La Réunion,Autres recettes de fonctionnement,6479397.88
2014,La Réunion,Capacité ou besoin de financement,-173218024.4
2014,La Réunion,Charges financières,9171534.82
2014,La Réunion,Dépenses de fonctionnement,392637118.5
2014,La Réunion,DRES,46911036
2014,La Réunion,Epargne brute,160562140.3
2014,La Réunion,Produit des cesssions d'immobilisations,2980651
2014,La Réunion,Recettes d'investissement hors emprunts,106681091
2015,Provence-Alpes-Côte d'Azur,Cartes grises,203377586.4
2015,Provence-Alpes-Côte d'Azur,Dépenses d'investissement,697969948.7
2015,Provence-Alpes-Côte d'Azur,Fiscalité reversée,0
2015,Provence-Alpes-Côte d'Azur,Impôts locaux,372930856
2015,Provence-Alpes-Côte d'Azur,Péréquations et compensations fiscales,74528429
2015,Normandie,Autres dépenses de fonctionnement,5135492.58
2015,Normandie,CVAE,69036501
2015,Normandie,Dépenses d'intervention,258313989
2015,Corse,Charges financières,21268776.95
2015,Corse,Contributions aux organismes de transport,0
2015,Corse,Dépenses d'équipement,77655211.52
2015,Corse,Dépenses totales hors remb,655753901.9
2015,Corse,FCTVA,10797093.1
2015,Corse,Frais de personnel,61563441.58
2015,Corse,Recettes d'investissement,100500152.5
2015,Corse,Subventions d'équipement versées,132568596.2
2015,Corse,TICPE,36755840.16
2015,Bourgogne-Franche-Comté,Dépenses d'investissement hors remb,162663632.4
2015,Bourgogne-Franche-Comté,Dotation globale de fonctionnement,154744094.1
2015,Bourgogne-Franche-Comté,Epargne de gestion,136411335.8
2015,Bourgogne-Franche-Comté,FCTVA,7346976
2015,Bourgogne-Franche-Comté,Produit des cesssions d'immobilisations,38533.05
2015,Bourgogne-Franche-Comté,Recettes d'investissement,74189343.87
2015,Bourgogne-Franche-Comté,Recettes totales,678176593.5
2015,Bourgogne-Franche-Comté,Recettes totales hors emprunts,654001760.1
2015,Bourgogne-Franche-Comté,Autres dépenses de fonctionnement,2762480.79
2015,Bourgogne-Franche-Comté,Dépenses totales,492324210
2015,Bourgogne-Franche-Comté,Emprunts hors GAD,6000000
2015,Bourgogne-Franche-Comté,FCTVA,9460172.46
2015,Bourgogne-Franche-Comté,Subventions aux personnes de droit privé,55005146.55
2015,Bourgogne-Franche-Comté,Subventions d'équipement versées,96067938.27
2015,Occitanie,Annuité de la dette,21526855.78
2015,Occitanie,Cartes grises,79812627.44
2015,Occitanie,Concours de l'Etat,314548884
2015,Occitanie,Dépenses d'équipement,150583321.5
2015,Nouvelle-Aquitaine,Annuité de la dette,76268917.92
2015,Nouvelle-Aquitaine,Autres dépenses d'investissement,28324010.3
2015,Nouvelle-Aquitaine,Autres dépenses de fonctionnement,10075990.27
2015,Nouvelle-Aquitaine,Dépenses totales hors remb,1312510840
2015,Nouvelle-Aquitaine,Recettes d'investissement hors emprunts,94543059.66
2015,Nouvelle-Aquitaine,Recettes totales,1358190870
2015,Nouvelle-Aquitaine,Ventes de biens et services,247155.17
2015,Occitanie,Autres dépenses de fonctionnement,7733856.95
2015,Occitanie,Autres recettes de fonctionnement,10647794.57
2015,Occitanie,CVAE,108653936
2015,Occitanie,Dépenses d'équipement,238106489
2015,Occitanie,Dotation globale de fonctionnement,200957299
2015,Occitanie,Epargne nette,162745115.2
2015,Occitanie,Frais de personnel,122679979.6
2015,Occitanie,Subventions d'équipement versées aux communes et aux groupements,33678499.42
2015,Occitanie,TICPE,175549156.1
2015,Bretagne,Dépenses d'intervention,490835052.6
2015,Bretagne,DRES,20958087
2015,Bretagne,Emprunts hors GAD,230000000
2015,Bretagne,Péréquations et compensations fiscales,36658671
2015,Pays de la Loire,Achats et charges externes,125066294.6
2015,Pays de la Loire,Charges financières,31947133.17
2015,Pays de la Loire,Dépenses d'intervention,496725250.3
2015,Pays de la Loire,Dépenses d'investissement hors remb,591945455.3
2015,Pays de la Loire,Impôts et taxes,735125608.4
2015,Pays de la Loire,Impôts locaux,250506638
2015,Pays de la Loire,Subventions aux personnes de droit privé,60745707.86
2015,Centre-Val de Loire,Concours de l'Etat,273495066.1
2015,Centre-Val de Loire,Contributions aux organismes de transport,152766236.3
2015,Centre-Val de Loire,Dépenses totales hors remb,1011262069
2015,Centre-Val de Loire,Emprunts hors GAD,82000000
2015,Centre-Val de Loire,FCTVA,13694753.49
2015,Centre-Val de Loire,Péréquations et compensations fiscales,30896417
2015,Centre-Val de Loire,Remboursements d'emprunts hors GAD,52744625.29
2015,Grand Est,Autres dépenses d'investissement,9078015.66
2015,Grand Est,Autres recettes de fonctionnement,2528608.68
2015,Grand Est,Cartes grises,35937576.99
2015,Grand Est,Concours de l'Etat,175737609
2015,Grand Est,Dépenses d'intervention,292653323.9
2015,Grand Est,Encours de dette,501776839.1
2015,Grand Est,Péréquations et compensations fiscales,19277372
2015,Grand Est,Recettes totales hors emprunts,555287932.7
2015,Grand Est,TICPE,123474968.3
2015,Grand Est,Recettes de fonctionnement,833848085.3
2015,Grand Est,Subventions d'équipement versées aux communes et aux groupements,41598968.48
2015,Hauts-de-France,Achats et charges externes,138820359.2
2015,Hauts-de-France,Capacité ou besoin de financement,-170098470.3
2015,Hauts-de-France,CVAE,202597949
2015,Hauts-de-France,Impôts et taxes,1002719591
2015,Auvergne-Rhône-Alpes,Autres dépenses d'investissement,18684280.21
2015,Auvergne-Rhône-Alpes,Frais de personnel,69888345.29
2015,Auvergne-Rhône-Alpes,Recettes d'investissement,105893593
2015,Auvergne-Rhône-Alpes,Remboursements d'emprunts hors GAD,56301331.23
2015,Auvergne-Rhône-Alpes,Ventes de biens et services,780393.45
2015,Grand Est,Epargne brute,141932993.3
2015,Grand Est,FCTVA,7643580.99
2015,Grand Est,Produit des cesssions d'immobilisations,45781
2015,Grand Est,Recettes totales hors emprunts,679729977.1
2015,Grand Est,Subventions aux personnes de droit privé,59191694.18
2015,Grand Est,Subventions d'équipement versées aux communes et aux groupements,25865320.84
2015,Auvergne-Rhône-Alpes,Dépenses d'équipement,167487233.2
2015,Auvergne-Rhône-Alpes,Epargne brute,354993209.2
2015,Île-de-France,Autres recettes d'investissement,74359616.72
2015,Île-de-France,Charges financières,123989908.3
2015,Île-de-France,DRES,86089190
2015,Île-de-France,Epargne brute,685235719.1
2015,Normandie,Autres recettes de fonctionnement,5153659.61
2015,Normandie,Dépenses d'intervention,300199844.8
2015,Normandie,Dépenses d'investissement,193165836
2015,Normandie,Dotation globale de fonctionnement,131325987
2015,Normandie,Encours de dette,214148814.5
2015,Normandie,Subventions reçues et participations,40859986.52
2015,Hauts-de-France,Annuité de la dette,47309848.8
2015,Hauts-de-France,Autres recettes d'investissement,18718149.32
2015,Hauts-de-France,Péréquations et compensations fiscales,33289998
2015,Hauts-de-France,Recettes d'investissement,212377520.7
2015,Nouvelle-Aquitaine,Cartes grises,58500000
2015,Nouvelle-Aquitaine,Dépenses d'investissement,170731066.5
2015,Nouvelle-Aquitaine,Encours de dette,457634658.6
2015,Nouvelle-Aquitaine,Produit des cesssions d'immobilisations,12000
2015,Nouvelle-Aquitaine,Ventes de biens et services,423051.24
2015,Nouvelle-Aquitaine,Achats et charges externes,39272324.17
2015,Nouvelle-Aquitaine,Annuité de la dette,38768566.11
2015,Nouvelle-Aquitaine,Subventions d'équipement versées,94204287.93
2015,Guadeloupe,Autres dotations et subventions,69950274.56
2015,Guadeloupe,Autres recettes de fonctionnement,6342177.72
2015,Guadeloupe,Cartes grises,8626006.13
2015,Guadeloupe,Dépenses d'équipement,135348558.8
2015,Guadeloupe,Dépenses d'investissement hors remb,228982924
2015,Guadeloupe,Recettes d'investissement hors emprunts,85760563.28
2015,Guadeloupe,Recettes totales hors emprunts,353776024.7
2015,Guadeloupe,Subventions d'équipement versées,64515088.04
2015,Guadeloupe,Subventions reçues et participations,22249963.88
2015,Guadeloupe,Variation du fonds de roulement,4597305.4
2015,Martinique,Autres dotations et subventions,87417701.95
2015,Martinique,Capacité ou besoin de financement,-84276116.73
2015,Martinique,Concours de l'Etat,56046501
2015,Martinique,Dépenses d'équipement,143530579.9
2015,Martinique,Dépôts au Trésor,10718635.14
2015,Martinique,FCTVA,16634240
2015,Martinique,Impôts et taxes,174244262.3
2015,Martinique,Recettes d'investissement,182777638.3
2015,Martinique,Recettes totales,432647329.4
2015,Martinique,Subventions reçues et participations,15005103.1
2015,Guyane,Capacité ou besoin de financement,-26070878.07
2015,Guyane,Charges financières,4170588.11
2015,Guyane,DRES,10568844
2015,Guyane,Epargne brute,-9756385.98
2015,Guyane,Frais de personnel,28332560.81
2015,Guyane,Produit des cesssions d'immobilisations,0
